Date,Coin Name,Price,Change,Market Cap,Volume
2023-10-25,Dogecoin,0.202955,-0.4076,30100809049,1736825432
2023-10-25,Sui,2.82,5.90734,8991618866,1720118836
2023-10-25,RED TOKEN,0.680905,47208292.93835,0.0,1426233130
2023-10-25,Chainlink,17.12,4.82594,10916007473,1304924852
2023-10-25,Litecoin,103.97,-0.85197,7860829157,988228107
2023-10-25,Wrapped SOL,145.04,-0.10907,0.0,987977217
2023-10-25,Official Trump,13.18,-0.00377,2644504881,982087219
2023-10-25,BNB,599.26,0.59096,87449993924,813585122
2023-10-25,Ethena,0.376175,5.55072,1988987632,745092965
2023-10-25,TRON,0.241842,-1.11598,20917009912,666262848
2023-10-25,Aave,213.89,-1.24572,3240829100,633680176
2023-10-24,Tether,0.999942,-0.00412,142709932450,75786249664
2023-10-24,Bitcoin,90361,0.13904,1792426476382,40679723736
2023-10-24,Ethereum,2217.11,-0.69078,267542813029,19567581667
2023-10-24,USDC,0.999865,0.00037,57262207056,10309044234
2023-10-24,First Digital USD,0.998134,-0.00359,2100495156,7932426328
2023-10-24,XRP,2.62,4.65785,151754149860,5852522804
2023-10-24,Solana,145.26,0.12907,74083669302,4862986916
2023-10-24,Cardano,0.918679,-6.39651,33064171954,2356503739
2023-10-24,WETH,2223.18,-0.41109,6547978249,2161282313
2023-10-24,Dogecoin,0.20285,-0.45932,30100809049,1736158131
2023-10-24,Sui,2.82,5.87685,8991618866,1719402148
2023-10-24,RED TOKEN,0.680905,47208292.93835,0.0,1426233130
2023-10-24,Chainlink,17.1,4.69032,10908693463,1255248444
2023-10-24,Litecoin,103.99,-0.83283,7860829157,988771552
2023-10-24,Wrapped SOL,145.21,0.01123,0.0,988118822
2023-10-24,Official Trump,13.18,0.01293,2644504881,982460953
2023-10-24,BNB,599.46,0.62322,87449993924,814859670
2023-10-24,Ethena,0.376075,5.52284,1988987632,745502501
2023-10-24,TRON,0.241806,-1.13068,20806411659,665825952
2023-10-24,Aave,213.64,-1.36162,3240829100,633215281
2023-10-23,Tether,0.99994,-0.00428,142709932450,75836042525
2023-10-23,Bitcoin,90429,0.21486,1792426476382,33298187595
2023-10-23,Ethereum,2217.9,-0.6557,267542813029,19576233265
2023-10-23,USDC,0.999869,0.00076,57262207056,10481115648
2023-10-23,First Digital USD,0.998132,-0.00383,2100495156,7932855437
2023-10-23,XRP,2.62,4.67931,151754149860,5854741268
2023-10-23,Solana,145.29,0.15378,73808216887,4859509594
2023-10-23,Cardano,0.917308,-6.53621,33064171954,2356965457
2023-10-23,Dogecoin,0.202937,-0.41652,30100809049,1736231720
2023-10-23,Sui,2.82,5.87844,8991618866,1720922008
2023-10-23,RED TOKEN,0.683003,47353773.15755,0.0,1430636504
2023-10-23,Chainlink,17.11,4.7484,10908693463,1256125859
2023-10-23,Wrapped SOL,145.35,0.10402,0.0,989263964
2023-10-23,Official Trump,13.19,0.04464,2644504881,970373535
2023-10-23,Litecoin,104.04,-0.77791,7860829157,947151716
2023-10-23,BNB,600.51,0.80055,87449993924,827160649
2023-10-23,Ethena,0.376233,5.56721,1988987632,745793887
2023-10-23,TRON,0.241665,-1.18857,20806411659,666156368
2023-10-23,Aave,213.54,-1.40685,3222935671,633096276
2023-10-23,Pi Network,1.86,-3.27131,13103707582,581869007
2023-10-22,Tether,0.999928,-0.00548,142709932450,34095986054
2023-10-22,Bitcoin,90591,0.39392,1792426476382,34083508817
2023-10-22,Ethereum,2221.79,-0.48135,267542813029,19620057945
2023-10-22,USDC,0.999872,0.00112,57262207056,9247563299
2023-10-22,First Digital USD,0.998179,0.0009,2100495156,7698017049
2023-10-22,XRP,2.62,4.86163,151754149860,5864900785
2023-10-22,Solana,145.54,0.32688,73808216887,4741498580
2023-10-22,Cardano,0.91877,-6.38728,33064171954,2360728113
2023-10-22,WETH,2226.46,-0.26397,6547978249,2149614934
2023-10-22,Dogecoin,0.203319,-0.22908,30100809049,1739022418
2023-10-22,Sui,2.83,6.15474,8956288240,1725537465
2023-10-22,RED TOKEN,0.683003,47353773.15755,0.0,1430636504
2023-10-22,Chainlink,17.15,5.01731,10908693463,1248350831
2023-10-22,Litecoin,104.24,-0.59388,7860829157,991348379
2023-10-22,Wrapped SOL,145.35,0.10402,0.0,989263964
2023-10-22,Official Trump,13.23,0.35622,2644504881,973944435
2023-10-22,BNB,600.64,0.82175,87449993924,830536515
2023-10-22,Ethena,0.376886,5.75033,1988987632,747081266
2023-10-22,TRON,0.242009,-1.04771,20806411659,667327230
2023-10-22,Aave,213.93,-1.22652,3222935671,634448981
2023-10-21,Tether,0.99995,-0.00335,142709932450,76464483129
2023-10-21,Bitcoin,90610,0.39605,1792426476382,34793192327
2023-10-21,Ethereum,2221.99,-0.41595,267542813029,19633165250
2023-10-21,USDC,0.999867,0.00065,57262207056,10432970750
2023-10-21,First Digital USD,0.99816,-0.001,2100492596,7929891509
2023-10-21,XRP,2.62,4.81996,151754149860,5861795343
2023-10-21,Solana,145.58,0.35451,73808216887,4741363631
2023-10-21,Cardano,0.9194,-6.13872,33064171954,2361686643
2023-10-21,WETH,2226.47,-0.20569,6547978249,2151209353
2023-10-21,Sui,2.83,6.39479,8956288240,1855289773
2023-10-21,Dogecoin,0.203381,-0.19884,30100809049,1739766944
2023-10-21,RED TOKEN,0.683854,49703340.56566,0.0,1432425064
2023-10-21,Chainlink,17.16,5.06366,10908693463,1248939412
2023-10-21,Official Trump,13.29,0.7356,2653714247,1036232474
2023-10-21,Wrapped SOL,145.67,0.09733,0.0,995437463
2023-10-21,Litecoin,104.31,-0.54949,7860829157,991568230
2023-10-21,BNB,601.0,0.88246,87449993924,830928893
2023-10-21,Ethena,0.378038,6.07353,1988987632,750460904
2023-10-21,TRON,0.242003,-1.05,20806411659,667864247
2023-10-21,Aave,213.98,-1.20584,3222935671,634425078
2023-10-20,Tether,0.999959,-0.0021,142712452924,76582386068
2023-10-20,Bitcoin,90501,0.27541,1794929892787,34370727868
2023-10-20,Ethereum,2222.56,-0.39038,268028991891,19776105830
2023-10-20,USDC,0.999874,0.001,57262207056,10575245026
2023-10-20,First Digital USD,0.998159,0.07337,2100492596,7933474050
2023-10-20,XRP,2.62,4.74999,151832309490,5859456313
2023-10-20,Solana,145.48,0.28287,73808216887,4745975892
2023-10-20,Cardano,0.918832,-6.19666,33064171954,2356244902
2023-10-20,Sui,2.83,6.28687,8956288240,1751152501
2023-10-20,Dogecoin,0.203396,-0.3664,30164457588,1740354591
2023-10-20,RED TOKEN,0.683854,49703340.56566,0.0,1432425064
2023-10-20,Chainlink,17.18,5.18655,10908693463,1263356976
2023-10-20,Official Trump,13.29,0.72733,2653714247,1036460477
2023-10-20,Litecoin,104.33,-0.53257,7860829157,992256964
2023-10-20,Wrapped SOL,145.67,0.09707,0.0,947132539
2023-10-20,BNB,600.61,0.71788,87449993924,830594297
2023-10-20,Ethena,0.377966,6.61528,1998969304,750335085
2023-10-20,TRON,0.241901,-1.09201,20806411659,667717854
2023-10-20,Aave,213.87,-1.32404,3222935671,634195585
2023-10-20,Pi Network,1.86,-3.4361,13130995804,578983817
2023-10-19,Tether,0.99996,-0.00199,142712452924,76567626190
2023-10-19,Bitcoin,90498,0.27213,1794929892787,34441110243
2023-10-19,Ethereum,2222.51,-0.39235,268028991891,19779873700
2023-10-19,USDC,0.999863,-0.00013,57262207056,10543634067
2023-10-19,First Digital USD,0.998161,0.07353,2100492596,7933481817
2023-10-19,XRP,2.62,4.73845,151832309490,5860713892
2023-10-19,Solana,145.46,0.18025,73808216887,4732402576
2023-10-19,Cardano,0.91853,-6.22752,33031543126,2358089316
2023-10-19,WETH,2216.2,-0.6657,6547978249,1935976476
2023-10-19,Dogecoin,0.203386,-0.37122,30164457588,1740366629
2023-10-19,Sui,2.83,6.45841,8956288240,1727870849
2023-10-19,Chainlink,17.18,5.05148,10908693463,1263608580
2023-10-19,Official Trump,13.32,0.98179,2653714247,1038178862
2023-10-19,Wrapped SOL,145.5,-0.02244,0.0,992819126
2023-10-19,Litecoin,104.33,-0.5316,7887692084,992336455
2023-10-19,BNB,600.67,0.72805,87621931112,827586514
2023-10-19,Ethena,0.377943,6.60886,1998969304,746422044
2023-10-19,TRON,0.241879,-1.20416,20806411659,666811665
2023-10-19,Aave,213.89,-1.31253,3222935671,634187461
2023-10-19,Pi Network,1.85,-3.51678,13130995804,582284968
2023-10-18,Tether,0.999955,-0.00251,142712452924,76584082319
2023-10-18,Bitcoin,90519,0.29514,1794929892787,34230648737
2023-10-18,Ethereum,2222.82,-0.37863,268028991891,19786018679
2023-10-18,USDC,0.999856,-0.00086,57262345594,10494083687
2023-10-18,First Digital USD,0.998159,0.07332,2100492596,7933915331
2023-10-18,XRP,2.62,4.74164,151832309490,5861026453
2023-10-18,Solana,145.47,0.19061,73909596557,4734716641
2023-10-18,Cardano,0.918537,-6.22675,33031543126,2358515985
2023-10-18,WETH,2217.69,-0.59925,6527434311,2046718582
2023-10-18,Sui,2.84,6.76057,8956288240,1886303792
2023-10-18,Dogecoin,0.203421,-0.35416,30164457588,1741127999
2023-10-18,Chainlink,17.18,5.07812,10958132109,1264143830
2023-10-18,Official Trump,13.33,1.06651,2653714247,1038405666
2023-10-18,Wrapped SOL,145.5,-0.02244,0.0,992819126
2023-10-18,Litecoin,104.35,-0.50948,7887692084,992664980
2023-10-18,BNB,600.56,0.70926,87621931112,780907423
2023-10-18,Ethena,0.377864,6.58657,1998969304,746121413
2023-10-18,TRON,0.241539,-1.34294,20813492741,666647067
2023-10-18,Aave,213.94,-1.29059,3227481673,634339138
2023-10-18,Pi Network,1.85,-3.53931,13130995804,582602769
2023-10-17,Tether,0.999956,-0.00239,142712452924,76665954591
2023-10-17,Bitcoin,90536,0.31419,1794929892787,33313518671
2023-10-17,Ethereum,2223.35,-0.35486,268028991891,19797360519
2023-10-17,USDC,0.999849,-0.00154,57262345594,10507106187
2023-10-17,First Digital USD,0.998159,0.07333,2100492596,7933932681
2023-10-17,XRP,2.62,4.74128,151832309490,5862263763
2023-10-17,Solana,145.47,0.18904,73909596557,4754958712
2023-10-17,Cardano,0.91867,-6.21318,33031543126,2358782938
2023-10-17,WETH,2221.07,-0.44768,6527434311,2048367489
2023-10-17,Sui,2.84,6.80202,8956288240,1887488035
2023-10-17,Dogecoin,0.203506,-0.31256,30164457588,1741945199
2023-10-17,Chainlink,17.21,5.23168,10958132109,1314527939
2023-10-17,Official Trump,13.34,1.10065,2653714247,1038786999
2023-10-17,Wrapped SOL,145.49,-0.0241,0.0,995953004
2023-10-17,Litecoin,104.37,-0.49202,7887692084,981288648
2023-10-17,BNB,600.67,0.72773,87621931112,777396668
2023-10-17,Ethena,0.378007,6.62695,1998969304,746028531
2023-10-17,TRON,0.241515,-1.35278,20813492741,666588582
2023-10-17,Aave,213.99,-1.2663,3227481673,634534037
2023-10-17,Pi Network,1.85,-3.60953,13130995804,582758590
2023-10-16,Tether,0.999947,-0.00337,142712452924,61792482476
2023-10-16,Bitcoin,90535,0.31295,1794929892787,33845936636
2023-10-16,Ethereum,2223.19,-0.36215,268028991891,19640864001
2023-10-16,USDC,0.99986,-0.00038,57262345594,10440583428
2023-10-16,First Digital USD,0.998159,0.07334,2100492596,7933937890
2023-10-16,XRP,2.62,4.71922,151832309490,5862880360
2023-10-16,Solana,145.48,0.19482,73909596557,4690510057
2023-10-16,Cardano,0.918323,-6.24859,33031543126,2358212073
2023-10-16,Sui,2.84,6.80976,9002474503,1888021843
2023-10-16,Dogecoin,0.203656,-0.23908,30164457588,1742786279
2023-10-16,Chainlink,17.19,5.10024,10958132109,1253546554
2023-10-16,Official Trump,13.34,1.10692,2653714247,1040056873
2023-10-16,Wrapped SOL,145.59,0.03817,0.0,988447167
2023-10-16,Litecoin,104.41,-0.4531,7887692084,929256678
2023-10-16,BNB,600.6,0.71633,87621931112,771636791
2023-10-16,Ethena,0.378187,6.67782,1998969304,741325428
2023-10-16,TRON,0.241492,-1.36239,20813492741,667098959
2023-10-16,Aave,213.95,-1.28458,3227481673,634377653
2023-10-16,Pi Network,1.85,-3.60574,13130995804,582739662
2023-10-16,Bitcoin Cash,401.18,2.28172,7951900492,577192263
2023-10-15,Tether,0.99996,-0.00203,142712452924,76069671455
2023-10-15,Bitcoin,90518,0.29437,1794929892787,34498429495
2023-10-15,Ethereum,2222.78,-0.38034,268028991891,19614830786
2023-10-15,USDC,0.999869,0.00052,57262345594,10572708528
2023-10-15,First Digital USD,0.998159,0.0733,2100451060,7933837085
2023-10-15,XRP,2.62,4.6905,151832309490,5864249404
2023-10-15,Solana,145.35,0.10761,73909596557,3952730629
2023-10-15,Cardano,0.917558,-6.32673,33031543126,2357581318
2023-10-15,WETH,2221.29,-0.43783,6527434311,2139148873
2023-10-15,Dogecoin,0.203699,-0.21811,30164457588,1743097843
2023-10-15,Sui,2.83,6.46616,9002474503,1729619784
2023-10-15,Chainlink,17.19,5.14284,10958132109,1265345146
2023-10-15,Official Trump,13.36,1.27491,2671798551,1046235325
2023-10-15,Wrapped SOL,145.56,0.02977,0.0,988574356
2023-10-15,Litecoin,104.41,-0.45219,7887692084,934911392
2023-10-15,BNB,600.45,0.69036,87621931112,788820510
2023-10-15,Ethena,0.37811,6.65589,1998969304,741160784
2023-10-15,TRON,0.241395,-1.40202,20813492741,666960972
2023-10-15,Aave,213.91,-1.30569,3227481673,634446150
2023-10-15,Pi Network,1.85,-3.6343,13130995804,582674995
2023-10-14,Tether,0.999952,-0.00283,142712712905,33422364110
2023-10-14,Bitcoin,90474,0.24515,1795070596447,28428998014
2023-10-14,Ethereum,2221.75,-0.38623,268016898352,19596167060
2023-10-14,USDC,0.999875,0.00296,57262345594,10463698180
2023-10-14,First Digital USD,0.998159,0.05712,2100451060,7933729087
2023-10-14,XRP,2.62,4.63785,151722977710,5861634064
2023-10-14,Solana,145.29,0.06296,73909596557,3997511327
2023-10-14,Cardano,0.916946,-6.39482,32984550976,2356699882
2023-10-14,Dogecoin,0.203766,-0.18528,30212734265,1743172607
2023-10-14,Sui,2.83,6.44467,9002474503,1728781896
2023-10-14,Chainlink,17.18,5.07386,10958132109,1253560968
2023-10-14,Official Trump,13.33,1.03277,2671798551,998360595
2023-10-14,Wrapped SOL,145.56,0.02977,0.0,988574356
2023-10-14,Litecoin,104.35,-0.40215,7892574051,935011410
2023-10-14,BNB,600.3,0.70974,87586865418,782590037
2023-10-14,Ethena,0.377193,6.39724,1998394736,740668705
2023-10-14,TRON,0.241323,-1.43148,20813492741,666730225
2023-10-14,Aave,213.84,-1.33653,3227481673,634495354
2023-10-14,Pi Network,1.85,-3.8196,13065863079,582393520
2023-10-14,Bitcoin Cash,400.84,2.36708,7954298913,577119629
2023-10-13,Tether,0.999952,-0.00308,142712712905,35726255764
2023-10-13,Bitcoin,90296,0.1612,1795070596447,27927255181
2023-10-13,Ethereum,2216.31,-0.63006,268016898352,19585545610
2023-10-13,USDC,0.999873,0.00275,57262345594,10449439423
2023-10-13,First Digital USD,0.998159,0.05711,2100451060,7933729096
2023-10-13,XRP,2.61,4.44929,151722977710,5850418659
2023-10-13,Solana,145.07,-0.18074,73909596557,4875605793
2023-10-13,Cardano,0.914629,-6.63136,32984550976,2351096140
2023-10-13,Sui,2.83,6.36124,9002474503,1880039579
2023-10-13,Dogecoin,0.203196,-0.43801,30212734265,1740376723
2023-10-13,Chainlink,17.16,4.94435,10949710031,1312033313
2023-10-13,Official Trump,13.31,0.88324,2671798551,1044827191
2023-10-13,Wrapped SOL,145.43,-0.06364,0.0,997163429
2023-10-13,Litecoin,104.1,-0.63838,7892574051,933167932
2023-10-13,BNB,599.22,0.53011,87586865418,798496928
2023-10-13,Ethena,0.376086,6.45367,1998394736,743142490
2023-10-13,TRON,0.240857,-1.53161,20714466874,664983008
2023-10-13,Aave,213.42,-1.52934,3227481673,633395895
2023-10-13,Pi Network,1.85,-4.02083,13065863079,581255338
2023-10-13,Bitcoin Cash,400.0,2.15249,7954298913,576222123
2023-10-12,Tether,0.999966,-0.0017,142712712905,76423227293
2023-10-12,Bitcoin,90045,-0.11754,1795070596447,33335377288
2023-10-12,Ethereum,2213.72,-0.74589,268016898352,19712175597
2023-10-12,USDC,0.999871,0.00259,57262576842,10354196195
2023-10-12,First Digital USD,0.998156,0.05683,2100451060,7934481044
2023-10-12,XRP,2.61,4.26826,151722977710,5848424742
2023-10-12,Solana,144.8,-0.36681,73577359943,4866462449
2023-10-12,Cardano,0.912997,-6.79792,32984550976,2302650736
2023-10-12,Sui,2.82,6.15144,9002474503,1880123611
2023-10-12,Dogecoin,0.203273,-0.40016,30212734265,1865323160
2023-10-12,Chainlink,17.13,4.93161,10949710031,1312119181
2023-10-12,Official Trump,13.27,0.55957,2671798551,1044097719
2023-10-12,Wrapped SOL,145.27,-0.17129,0.0,990796677
2023-10-12,Litecoin,103.98,-0.74992,7892574051,943939014
2023-10-12,BNB,598.51,0.41066,87586865418,826324581
2023-10-12,WETH,2214.55,-0.69829,6522564593,746125217
2023-10-12,Ethena,0.375545,6.30062,1998394736,742579901
2023-10-12,TRON,0.240539,-1.66142,20714466874,665394550
2023-10-12,Aave,212.57,-1.92045,3206895827,632122778
2023-10-12,Pi Network,1.84,-4.14835,13065863079,581155208
2023-10-11,Tether,0.999967,-0.00153,142712712905,76623866776
2023-10-11,Bitcoin,90007,-0.15962,1795070596447,49067094318
2023-10-11,Ethereum,2210.72,-0.88044,268016898352,19826724751
2023-10-11,First Digital USD,0.998153,0.05659,2100451060,7934624095
2023-10-11,USDC,0.999886,0.00408,57262576842,6025061817
2023-10-11,XRP,2.6,3.93085,151722977710,5852663617
2023-10-11,Solana,144.5,-0.57655,73577359943,4885410011
2023-10-11,Cardano,0.911601,-6.94047,32984550976,2348055772
2023-10-11,WETH,2208.43,-0.97257,6522564593,2146912091
2023-10-11,Sui,2.81,5.81649,9002474503,1880542085
2023-10-11,Dogecoin,0.202562,-0.74839,30212734265,1743386823
2023-10-11,RED TOKEN,0.678555,49315395.67172,0.0,1425366606
2023-10-11,Chainlink,17.08,4.59605,10949710031,1309705790
2023-10-11,Official Trump,13.23,0.24209,2671798551,1046526231
2023-10-11,Wrapped SOL,144.83,-0.47381,0.0,994342040
2023-10-11,Litecoin,103.84,-0.88641,7892574051,943125574
2023-10-11,BNB,597.7,0.27446,87586865418,828143342
2023-10-11,Ethena,0.374049,5.87707,1998394736,745326696
2023-10-11,TRON,0.240308,-1.75621,20714466874,664912982
2023-10-11,Aave,212.34,-2.02775,3206895827,631435985
2023-10-10,Tether,0.999971,-0.00118,142712712905,73770811344
2023-10-10,Bitcoin,90069,-0.0906,1795070596447,49195630597
2023-10-10,Ethereum,2211.37,-0.85127,268016898352,19844399836
2023-10-10,First Digital USD,0.998157,0.05698,2100451060,7919311724
2023-10-10,XRP,2.6,3.92423,151722977710,5859285256
2023-10-10,USDC,0.999887,0.00418,57262576842,5239463215
2023-10-10,Solana,144.6,-0.50497,73577359943,4893817607
2023-10-10,Cardano,0.911792,-6.92102,32984550976,2349702635
2023-10-10,WETH,2214.27,-0.71065,6522564593,2140188743
2023-10-10,Sui,2.81,5.87277,8907709999,1882844772
2023-10-10,Dogecoin,0.202711,-0.67564,30212734265,1741028373
2023-10-10,RED TOKEN,0.677552,49246037.82352,0.0,1423351550
2023-10-10,Chainlink,17.07,4.55961,10949710031,1310240227
2023-10-10,Official Trump,13.22,0.22107,2671798551,1049202487
2023-10-10,Wrapped SOL,144.83,-0.47381,0.0,994342040
2023-10-10,Litecoin,103.87,-0.85324,7892574051,979578229
2023-10-10,BNB,597.76,0.28364,87586865418,828279359
2023-10-10,Ethena,0.374465,5.995,1998394736,746218413
2023-10-10,TRON,0.240353,-1.7376,20714466874,665086031
2023-10-10,Aave,212.34,-2.03102,3206895827,631986100
2023-10-09,Tether,0.999973,-0.00098,142714128195,76573178111
2023-10-09,Bitcoin,90000,-0.16677,1786690988059,45138667289
2023-10-09,Ethereum,2211.73,-0.83547,266717321646,19854426580
2023-10-09,USDC,0.999884,0.00385,57262576842,10435541656
2023-10-09,First Digital USD,0.998158,0.05701,2100446902,7919365953
2023-10-09,XRP,2.6,3.95548,150603835746,5858425098
2023-10-09,Solana,144.6,-0.50737,73577359943,4893231157
2023-10-09,Cardano,0.91214,-6.8855,32788905134,2350037279
2023-10-09,WETH,2210.35,-0.88672,6522564593,1991300594
2023-10-09,Sui,2.81,5.89282,8907709999,1884855645
2023-10-09,Dogecoin,0.202824,-0.62001,30066945578,1741883815
2023-10-09,RED TOKEN,0.680672,49472816.85587,0.0,1429915444
2023-10-09,Chainlink,17.06,4.48697,10949710031,1310544304
2023-10-09,Official Trump,13.22,0.18981,2671798551,1052042059
2023-10-09,Wrapped SOL,144.62,-0.61863,0.0,994208041
2023-10-09,Litecoin,103.94,-0.7878,7854276343,975101567
2023-10-09,BNB,597.92,0.31059,87209714821,829873516
2023-10-09,Ethena,0.374379,5.97054,1998394736,745925547
2023-10-09,TRON,0.240489,-1.6822,20714466874,665962551
2023-10-09,Aave,212.4,-2.00146,3206895827,632227958
2023-10-08,Tether,0.999981,-0.00021,142714128195,74315270697
2023-10-08,Bitcoin,90005,-0.1614,1786690988059,45162862751
2023-10-08,Ethereum,2211.71,-0.83621,266717321646,19624285122
2023-10-08,USDC,0.999883,0.00375,57262576842,10439862689
2023-10-08,First Digital USD,0.99815,0.0563,2100446902,7934664261
2023-10-08,XRP,2.6,3.91771,150603835746,5861574401
2023-10-08,Solana,144.52,-0.56392,73577359943,4893495867
2023-10-08,Cardano,0.9121,-6.88956,32788905134,2353956613
2023-10-08,WETH,2210.63,-0.8739,6511021324,1993799816
2023-10-08,Sui,2.81,5.87458,8907709999,1884847196
2023-10-08,Dogecoin,0.202745,-0.65886,30066945578,1743278373
2023-10-08,RED TOKEN,0.680672,49472816.85587,0.0,1429915444
2023-10-08,Chainlink,17.06,4.47023,10883658293,1311038984
2023-10-08,Official Trump,13.22,0.32737,2644399251,1052465285
2023-10-08,Wrapped SOL,144.56,-0.6592,0.0,993799750
2023-10-08,Litecoin,103.96,-0.76719,7854276343,980879500
2023-10-08,BNB,597.97,0.31983,87209714821,831892831
2023-10-08,Ethena,0.374295,5.94683,1978885464,745911073
2023-10-08,TRON,0.24055,-1.65698,20699525061,666758542
2023-10-08,Aave,212.38,-2.01012,3206895827,632363699
2023-10-07,Bitcoin,89948,-0.22435,1786690988059,45159431429
2023-10-07,Tether,0.999988,0.00049,142714128195,40211361959
2023-10-07,Ethereum,2211.68,-0.83739,266717321646,19734229427
2023-10-07,USDC,0.999874,-0.00075,57262576842,10263504214
2023-10-07,First Digital USD,0.998027,0.06385,2100446902,7946056369
2023-10-07,XRP,2.59,3.78389,150603835746,5867024033
2023-10-07,Solana,144.41,-0.59174,73577359943,4891508170
2023-10-07,Cardano,0.910752,-7.02714,32788905134,2354135226
2023-10-07,Sui,2.81,5.73551,8907709999,1885712667
2023-10-07,WETH,2211.55,-0.84393,6511021324,1877649918
2023-10-07,Dogecoin,0.202642,-0.65907,30066945578,1744450611
2023-10-07,RED TOKEN,0.678473,49312981.86546,0.0,1425296243
2023-10-07,Chainlink,17.02,4.36136,10883658293,1265777635
2023-10-07,Official Trump,13.2,0.20429,2644399251,1053055152
2023-10-07,Wrapped SOL,144.58,-0.49696,0.0,993411911
2023-10-07,Litecoin,103.96,-0.76993,7854276343,981214436
2023-10-07,BNB,598.13,0.30305,87209714821,832765185
2023-10-07,Ethena,0.373694,5.9245,1978885464,745718193
2023-10-07,TRON,0.240151,-1.82028,20699525061,665810626
2023-10-07,Aave,211.87,-2.24573,3206895827,631452067
2023-10-06,Bitcoin,89735,-0.39288,1786690988059,45135350367
2023-10-06,Tether,0.999988,0.00048,142714128195,44244056763
2023-10-06,Ethereum,2206.24,-1.04307,266717321646,19710783221
2023-10-06,USDC,0.999865,-0.00163,57262505680,10399302847
2023-10-06,First Digital USD,0.998035,0.06465,2100446902,7946141289
2023-10-06,XRP,2.59,3.68175,150603835746,5853976818
2023-10-06,Solana,144.05,-0.8441,73235084898,4879846971
2023-10-06,Cardano,0.911325,-6.88616,32788905134,2705416259
2023-10-06,Sui,2.8,5.4819,8907709999,1879548369
2023-10-06,Dogecoin,0.202183,-0.88373,30066945578,1771130161
2023-10-06,RED TOKEN,0.677303,49227933.63909,0.0,1422838106
2023-10-06,Chainlink,16.98,4.08665,10883658293,1262851496
2023-10-06,Official Trump,13.16,-0.15135,2644399251,1051785547
2023-10-06,Wrapped SOL,144.12,-0.81671,0.0,992034577
2023-10-06,Litecoin,103.69,-0.96413,7854276343,990632709
2023-10-06,BNB,596.76,0.07226,87209714821,830192031
2023-10-06,Ethena,0.37285,5.68518,1978885464,743957601
2023-10-06,TRON,0.240091,-1.79835,20699525061,665889979
2023-10-06,Aave,211.72,-2.46603,3194082774,631149880
2023-10-06,Pi Network,1.85,-4.21233,13068360675,580634929
2023-10-05,Tether,0.999986,0.00034,142714128195,62634284146
2023-10-05,Bitcoin,89750,-0.3756,1786690988059,45141900719
2023-10-05,Ethereum,2206.37,-1.03757,266717321646,19709222438
2023-10-05,USDC,0.999859,-0.00223,57262505680,10087509089
2023-10-05,First Digital USD,0.998035,0.06467,2100446902,7946167954
2023-10-05,XRP,2.59,3.63103,150603835746,5854361626
2023-10-05,Solana,144.01,-0.86918,73235084898,4877869747
2023-10-05,Cardano,0.91108,-6.91111,32788905134,2707441539
2023-10-05,WETH,2210.61,-0.88607,6511021324,1968438995
2023-10-05,Dogecoin,0.202181,-0.88471,30066945578,1775890822
2023-10-05,Sui,2.79,5.12937,8907709999,1721698706
2023-10-05,RED TOKEN,0.676872,49196614.03535,0.0,1473153125
2023-10-05,Chainlink,16.95,3.92667,10883658293,1255076983
2023-10-05,Official Trump,13.16,-0.14019,2644399251,1052281623
2023-10-05,Wrapped SOL,144.12,-0.81671,0.0,992034577
2023-10-05,Litecoin,103.69,-0.96795,7854276343,991214373
2023-10-05,BNB,596.71,0.06487,87209714821,830705964
2023-10-05,Ethena,0.37279,5.66832,1978885464,743866036
2023-10-05,TRON,0.24007,-1.80688,20699525061,666057083
2023-10-05,Aave,211.69,-2.47697,3194082774,631168389
2023-10-04,Tether,0.999989,0.00063,142716527944,70280501056
2023-10-04,Bitcoin,89739,-0.38836,1779632159757,49221059661
2023-10-04,Ethereum,2206.59,-1.02755,266110776210,19842345153
2023-10-04,First Digital USD,0.995186,-0.22091,2100446902,7973015027
2023-10-04,USDC,0.999805,-0.00764,57262505680,6112955281
2023-10-04,XRP,2.59,3.64851,149923486194,5855607958
2023-10-04,Solana,144.02,-0.86101,73235084898,4882806753
2023-10-04,Cardano,0.911408,-6.87761,32761119546,2709706607
2023-10-04,WETH,2209.95,-0.91533,6511021324,2207489597
2023-10-04,Dogecoin,0.201841,-1.05166,29930989604,1743280513
2023-10-04,Sui,2.79,5.17683,8838850865,1722216867
2023-10-04,RED TOKEN,0.676872,49196614.03535,0.0,1473153125
2023-10-04,Chainlink,16.95,3.93146,10883658293,1255634926
2023-10-04,Litecoin,103.73,-0.92218,7841994914,1008090152
2023-10-04,Official Trump,13.15,-0.21314,2644399251,1005764725
2023-10-04,Wrapped SOL,143.95,-0.93069,0.0,878188333
2023-10-04,BNB,597.08,0.12611,87069912889,831708543
2023-10-04,Ethena,0.373101,5.75621,1978885464,744657094
2023-10-04,TRON,0.240347,-1.69383,20699525061,666654946
2023-10-04,Aave,211.61,-2.51297,3194082774,631385945
2023-10-03,Tether,0.99999,0.00069,142716527944,71055764627
2023-10-03,Bitcoin,89697,-0.43519,1779632159757,49287836814
2023-10-03,Ethereum,2205.74,-1.06576,266110776210,19824270438
2023-10-03,USDC,0.999846,-0.00357,57262505680,10419547450
2023-10-03,First Digital USD,0.995023,-0.23733,2094195520,7972756093
